StartController,controller starts
ControllerExecution,Begin#NewStatsIn$1370115044.491689$61$2$37#AddNewDataToBuffer$1370115044.491700$61$2$37#NewStatsIn$1370115047.483245$61$2$39#AddNewDataToBuffer$1370115047.483256$61$2$39#ReleaseBuffer$1370115047.483260$61$2$38#StartRunGo$1370115047.483362$61$2#DoneRunGo$1370115047.483420$61$2
ControllerExecution,Begin#NewStatsIn$1370115047.490188$61$2$38#AddNewDataToBuffer$1370115047.490199$61$2$38#NewStatsIn$1370115050.480572$61$2$40#AddNewDataToBuffer$1370115050.480583$61$2$40#ReleaseBuffer$1370115050.480588$61$2$39#StartRunGo$1370115050.480690$61$2#DoneRunGo$1370115050.480749$61$2
ControllerExecution,Begin#NewStatsIn$1370115050.488104$61$2$39#AddNewDataToBuffer$1370115050.488115$61$2$39#NewStatsIn$1370115053.473879$61$2$40#AddNewDataToBuffer$1370115053.473890$61$2$40#ReleaseBuffer$1370115053.473895$61$2$40#StartRunGo$1370115053.473996$61$2#DoneRunGo$1370115053.474056$61$2
ControllerExecution,Begin#NewStatsIn$1370115053.483363$61$2$41#AddNewDataToBuffer$1370115053.483374$61$2$41#NewStatsIn$1370115056.373486$61$2$41#AddNewDataToBuffer$1370115056.373497$61$2$41#ReleaseBuffer$1370115056.373503$61$2$41#StartRunGo$1370115056.373606$61$2#DoneRunGo$1370115056.373666$61$2
ControllerExecution,Begin#NewStatsIn$1370115056.483695$61$2$42#AddNewDataToBuffer$1370115056.483706$61$2$42#NewStatsIn$1370115059.239287$61$2$42#AddNewDataToBuffer$1370115059.239298$61$2$42#ReleaseBuffer$1370115059.239304$61$2$42#StartRunGo$1370115059.239404$61$2#DoneRunGo$1370115059.239668$61$2
ControllerExecution,Begin#NewStatsIn$1370115059.481519$61$2$43#AddNewDataToBuffer$1370115059.481529$61$2$43#NewStatsIn$1370115059.500218$61$2$43#AddNewDataToBuffer$1370115059.500228$61$2$43#ReleaseBuffer$1370115059.500234$61$2$43#StartRunGo$1370115059.500331$61$2#DoneRunGo$1370115059.500578$61$2
ControllerExecution,Begin#NewStatsIn$1370115062.480270$61$2$44#AddNewDataToBuffer$1370115062.480281$61$2$44#NewStatsIn$1370115062.497964$61$2$44#AddNewDataToBuffer$1370115062.497974$61$2$44#ReleaseBuffer$1370115062.497980$61$2$44#StartRunGo$1370115062.498080$61$2#DoneRunGo$1370115062.498330$61$2
ControllerExecution,Begin#NewStatsIn$1370115065.479503$61$2$45#AddNewDataToBuffer$1370115065.479514$61$2$45#NewStatsIn$1370115065.497112$61$2$45#AddNewDataToBuffer$1370115065.497123$61$2$45#ReleaseBuffer$1370115065.497128$61$2$45#StartRunGo$1370115065.497229$61$2#DoneRunGo$1370115065.497488$61$2
ControllerExecution,Begin#NewStatsIn$1370115068.480452$61$2$46#AddNewDataToBuffer$1370115068.480462$61$2$46#NewStatsIn$1370115068.497033$61$2$46#AddNewDataToBuffer$1370115068.497044$61$2$46#ReleaseBuffer$1370115068.497049$61$2$46#StartRunGo$1370115068.497148$61$2#DoneRunGo$1370115068.497210$61$2
ControllerExecution,Begin#NewStatsIn$1370115071.480948$61$2$47#AddNewDataToBuffer$1370115071.480959$61$2$47#NewStatsIn$1370115071.494022$61$2$47#AddNewDataToBuffer$1370115071.494032$61$2$47#ReleaseBuffer$1370115071.494038$61$2$47#StartRunGo$1370115071.494145$61$2#DoneRunGo$1370115071.494207$61$2
ControllerExecution,Begin#NewStatsIn$1370115074.482449$61$2$48#AddNewDataToBuffer$1370115074.482460$61$2$48#NewStatsIn$1370115074.493627$61$2$48#AddNewDataToBuffer$1370115074.493637$61$2$48#ReleaseBuffer$1370115074.493643$61$2$48#StartRunGo$1370115074.493744$61$2#DoneRunGo$1370115074.493806$61$2
ControllerExecution,Begin#NewStatsIn$1370115077.481634$61$2$49#AddNewDataToBuffer$1370115077.481645$61$2$49#NewStatsIn$1370115077.492150$61$2$49#AddNewDataToBuffer$1370115077.492160$61$2$49#ReleaseBuffer$1370115077.492166$61$2$49#StartRunGo$1370115077.492267$61$2#DoneRunGo$1370115077.492532$61$2
ControllerExecution,Begin#NewStatsIn$1370115080.480949$61$2$50#AddNewDataToBuffer$1370115080.480960$61$2$50#NewStatsIn$1370115080.491022$61$2$50#AddNewDataToBuffer$1370115080.491032$61$2$50#ReleaseBuffer$1370115080.491037$61$2$50#StartRunGo$1370115080.491139$61$2#DoneRunGo$1370115080.491202$61$2
ControllerExecution,Begin#NewStatsIn$1370115083.481764$61$2$51#AddNewDataToBuffer$1370115083.481775$61$2$51#NewStatsIn$1370115083.488812$61$2$51#AddNewDataToBuffer$1370115083.488822$61$2$51#ReleaseBuffer$1370115083.488828$61$2$51#StartRunGo$1370115083.488930$61$2#DoneRunGo$1370115083.488993$61$2
ControllerExecution,Begin#NewStatsIn$1370115086.481327$61$2$52#AddNewDataToBuffer$1370115086.481338$61$2$52#NewStatsIn$1370115086.487279$61$2$52#AddNewDataToBuffer$1370115086.487290$61$2$52#ReleaseBuffer$1370115086.487295$61$2$52#StartRunGo$1370115086.487397$61$2#DoneRunGo$1370115086.487463$61$2
ControllerExecution,Begin#NewStatsIn$1370115089.480969$61$2$53#AddNewDataToBuffer$1370115089.480979$61$2$53#NewStatsIn$1370115089.486208$61$2$53#AddNewDataToBuffer$1370115089.486219$61$2$53#ReleaseBuffer$1370115089.486224$61$2$53#StartRunGo$1370115089.486325$61$2#DoneRunGo$1370115089.486391$61$2
ControllerExecution,Begin#NewStatsIn$1370115092.480638$61$2$54#AddNewDataToBuffer$1370115092.480649$61$2$54#NewStatsIn$1370115092.486578$61$2$54#AddNewDataToBuffer$1370115092.486588$61$2$54#ReleaseBuffer$1370115092.486594$61$2$54#StartRunGo$1370115092.486695$61$2#DoneRunGo$1370115092.486760$61$2
ControllerExecution,Begin#NewStatsIn$1370115095.479199$61$2$55#AddNewDataToBuffer$1370115095.479210$61$2$55#NewStatsIn$1370115095.485768$61$2$55#AddNewDataToBuffer$1370115095.485778$61$2$55#ReleaseBuffer$1370115095.485784$61$2$55#StartRunGo$1370115095.485886$61$2#DoneRunGo$1370115095.485950$61$2
ControllerExecution,Begin#NewStatsIn$1370115098.479623$61$2$56#AddNewDataToBuffer$1370115098.479634$61$2$56#NewStatsIn$1370115098.482836$61$2$56#AddNewDataToBuffer$1370115098.482846$61$2$56#ReleaseBuffer$1370115098.482852$61$2$56#StartRunGo$1370115098.482952$61$2#DoneRunGo$1370115098.483016$61$2
ControllerExecution,Begin#NewStatsIn$1370115101.481347$61$2$57#AddNewDataToBuffer$1370115101.481357$61$2$57#NewStatsIn$1370115101.482240$61$2$57#AddNewDataToBuffer$1370115101.482251$61$2$57#ReleaseBuffer$1370115101.482256$61$2$57#StartRunGo$1370115101.482357$61$2#DoneRunGo$1370115101.482424$61$2
ControllerExecution,Begin#NewStatsIn$1370115104.481853$61$2$58#AddNewDataToBuffer$1370115104.481864$61$2$58#NewStatsIn$1370115104.482223$61$2$58#AddNewDataToBuffer$1370115104.482233$61$2$58#ReleaseBuffer$1370115104.482239$61$2$58#StartRunGo$1370115104.482390$61$2#DoneRunGo$1370115104.482455$61$2
ControllerExecution,Begin#NewStatsIn$1370115107.482236$61$2$59#AddNewDataToBuffer$1370115107.482247$61$2$59#NewStatsIn$1370115107.483815$61$2$59#AddNewDataToBuffer$1370115107.483826$61$2$59#ReleaseBuffer$1370115107.483831$61$2$59#StartRunGo$1370115107.483933$61$2#DoneRunGo$1370115107.484189$61$2
ControllerExecution,Begin#NewStatsIn$1370115110.478590$61$2$60#AddNewDataToBuffer$1370115110.478601$61$2$60#NewStatsIn$1370115110.481185$61$2$60#AddNewDataToBuffer$1370115110.481195$61$2$60#ReleaseBuffer$1370115110.481201$61$2$60#StartRunGo$1370115110.481300$61$2#DoneRunGo$1370115110.481360$61$2
ControllerExecution,Begin#NewStatsIn$1370115113.483246$61$2$61#AddNewDataToBuffer$1370115113.483257$61$2$61#NewStatsIn$1370115113.491471$61$2$61#AddNewDataToBuffer$1370115113.491481$61$2$61#ReleaseBuffer$1370115113.491487$61$2$61#StartRunGo$1370115113.491586$61$2#DoneRunGo$1370115113.491648$61$2
ControllerExecution,Begin#NewStatsIn$1370115116.478708$61$2$62#AddNewDataToBuffer$1370115116.478720$61$2$62#NewStatsIn$1370115116.481212$61$2$62#AddNewDataToBuffer$1370115116.481222$61$2$62#ReleaseBuffer$1370115116.481228$61$2$62#StartRunGo$1370115116.481328$61$2#DoneRunGo$1370115116.481390$61$2
ControllerExecution,Begin#NewStatsIn$1370115119.477517$61$2$63#AddNewDataToBuffer$1370115119.477528$61$2$63#NewStatsIn$1370115119.481657$61$2$63#AddNewDataToBuffer$1370115119.481668$61$2$63#ReleaseBuffer$1370115119.481674$61$2$63#StartRunGo$1370115119.481774$61$2#DoneRunGo$1370115119.481836$61$2
ControllerExecution,Begin#NewStatsIn$1370115122.481392$61$2$64#AddNewDataToBuffer$1370115122.481403$61$2$64#NewStatsIn$1370115122.481848$61$2$64#AddNewDataToBuffer$1370115122.481858$61$2$64#ReleaseBuffer$1370115122.481880$61$2$64#StartRunGo$1370115122.481982$61$2#DoneRunGo$1370115122.482045$61$2
ControllerExecution,Begin#NewStatsIn$1370115125.478520$61$2$65#AddNewDataToBuffer$1370115125.478532$61$2$65#NewStatsIn$1370115125.481973$61$2$65#AddNewDataToBuffer$1370115125.481983$61$2$65#ReleaseBuffer$1370115125.481989$61$2$65#StartRunGo$1370115125.482089$61$2#DoneRunGo$1370115125.482154$61$2
ControllerExecution,Begin#NewStatsIn$1370115128.480313$61$2$66#AddNewDataToBuffer$1370115128.480324$61$2$66#NewStatsIn$1370115128.481286$61$2$66#AddNewDataToBuffer$1370115128.481297$61$2$66#ReleaseBuffer$1370115128.481302$61$2$66#StartRunGo$1370115128.481402$61$2#DoneRunGo$1370115128.481467$61$2
ControllerExecution,Begin#NewStatsIn$1370115131.478456$61$2$67#AddNewDataToBuffer$1370115131.478466$61$2$67#NewStatsIn$1370115131.481304$61$2$67#AddNewDataToBuffer$1370115131.481314$61$2$67#ReleaseBuffer$1370115131.481320$61$2$67#StartRunGo$1370115131.481419$61$2#DoneRunGo$1370115131.481487$61$2
ControllerExecution,Begin#NewStatsIn$1370115134.479397$61$2$68#AddNewDataToBuffer$1370115134.479408$61$2$68#NewStatsIn$1370115134.480428$61$2$68#AddNewDataToBuffer$1370115134.480439$61$2$68#ReleaseBuffer$1370115134.480444$61$2$68#StartRunGo$1370115134.480545$61$2#DoneRunGo$1370115134.480606$61$2
ControllerExecution,Begin#NewStatsIn$1370115137.479414$61$2$69#AddNewDataToBuffer$1370115137.479425$61$2$69#NewStatsIn$1370115137.481420$61$2$69#AddNewDataToBuffer$1370115137.481430$61$2$69#ReleaseBuffer$1370115137.481436$61$2$69#StartRunGo$1370115137.481535$61$2#DoneRunGo$1370115137.481597$61$2
ControllerExecution,Begin#NewStatsIn$1370115140.478116$61$2$70#AddNewDataToBuffer$1370115140.478127$61$2$70#NewStatsIn$1370115140.482595$61$2$70#AddNewDataToBuffer$1370115140.482606$61$2$70#ReleaseBuffer$1370115140.482611$61$2$70#StartRunGo$1370115140.482712$61$2#DoneRunGo$1370115140.482772$61$2
ControllerExecution,Begin#NewStatsIn$1370115143.478520$61$2$71#AddNewDataToBuffer$1370115143.478530$61$2$71#NewStatsIn$1370115143.479737$61$2$71#AddNewDataToBuffer$1370115143.479747$61$2$71#ReleaseBuffer$1370115143.479752$61$2$71#StartRunGo$1370115143.479853$61$2#DoneRunGo$1370115143.479913$61$2
ControllerExecution,Begin#NewStatsIn$1370115146.480328$61$2$72#AddNewDataToBuffer$1370115146.480339$61$2$72#NewStatsIn$1370115146.480386$61$2$72#AddNewDataToBuffer$1370115146.480394$61$2$72#ReleaseBuffer$1370115146.480399$61$2$72#StartRunGo$1370115146.480500$61$2#DoneRunGo$1370115146.480561$61$2
ControllerExecution,Begin#NewStatsIn$1370115149.477157$61$2$73#AddNewDataToBuffer$1370115149.477168$61$2$73#NewStatsIn$1370115149.480134$61$2$73#AddNewDataToBuffer$1370115149.480145$61$2$73#ReleaseBuffer$1370115149.480150$61$2$73#StartRunGo$1370115149.480250$61$2#DoneRunGo$1370115149.480314$61$2
ControllerExecution,Begin#NewStatsIn$1370115152.478007$61$2$74#AddNewDataToBuffer$1370115152.478017$61$2$74#NewStatsIn$1370115152.480573$61$2$74#AddNewDataToBuffer$1370115152.480583$61$2$74#ReleaseBuffer$1370115152.480588$61$2$74#StartRunGo$1370115152.480689$61$2#DoneRunGo$1370115152.480753$61$2
ControllerExecution,Begin#NewStatsIn$1370115155.477447$61$2$75#AddNewDataToBuffer$1370115155.477458$61$2$75#NewStatsIn$1370115155.481052$61$2$75#AddNewDataToBuffer$1370115155.481063$61$2$75#ReleaseBuffer$1370115155.481068$61$2$75#StartRunGo$1370115155.481168$61$2#DoneRunGo$1370115155.481231$61$2
ControllerExecution,Begin#NewStatsIn$1370115158.477860$61$2$76#AddNewDataToBuffer$1370115158.477871$61$2$76#NewStatsIn$1370115158.482149$61$2$76#AddNewDataToBuffer$1370115158.482160$61$2$76#ReleaseBuffer$1370115158.482165$61$2$76#StartRunGo$1370115158.482266$61$2#DoneRunGo$1370115158.482333$61$2
ControllerExecution,Begin#NewStatsIn$1370115161.478782$61$2$77#AddNewDataToBuffer$1370115161.478793$61$2$77#NewStatsIn$1370115161.479832$61$2$77#AddNewDataToBuffer$1370115161.479842$61$2$77#ReleaseBuffer$1370115161.479847$61$2$77#StartRunGo$1370115161.479949$61$2#DoneRunGo$1370115161.480010$61$2
ControllerExecution,Begin#NewStatsIn$1370115164.477032$61$2$78#AddNewDataToBuffer$1370115164.477044$61$2$78#NewStatsIn$1370115164.479757$61$2$78#AddNewDataToBuffer$1370115164.479768$61$2$78#ReleaseBuffer$1370115164.479774$61$2$78#StartRunGo$1370115164.479878$61$2#DoneRunGo$1370115164.479939$61$2
ControllerExecution,Begin#NewStatsIn$1370115167.479527$61$2$79#AddNewDataToBuffer$1370115167.479537$61$2$79#NewStatsIn$1370115167.479583$61$2$79#AddNewDataToBuffer$1370115167.479591$61$2$79#ReleaseBuffer$1370115167.479596$61$2$79#StartRunGo$1370115167.479695$61$2#DoneRunGo$1370115167.479755$61$2
ControllerExecution,Begin#NewStatsIn$1370115170.478914$61$2$80#AddNewDataToBuffer$1370115170.478924$61$2$80#NewStatsIn$1370115170.481764$61$2$80#AddNewDataToBuffer$1370115170.481775$61$2$80#ReleaseBuffer$1370115170.481780$61$2$80#StartRunGo$1370115170.481881$61$2#DoneRunGo$1370115170.481944$61$2
ControllerExecution,Begin#NewStatsIn$1370115173.477656$61$2$81#AddNewDataToBuffer$1370115173.477666$61$2$81#NewStatsIn$1370115173.480232$61$2$81#AddNewDataToBuffer$1370115173.480242$61$2$81#ReleaseBuffer$1370115173.480248$61$2$81#StartRunGo$1370115173.480348$61$2#DoneRunGo$1370115173.480409$61$2
ControllerExecution,Begin#NewStatsIn$1370115176.478069$61$2$82#AddNewDataToBuffer$1370115176.478082$61$2$82#NewStatsIn$1370115176.481752$61$2$82#AddNewDataToBuffer$1370115176.481763$61$2$82#ReleaseBuffer$1370115176.481769$61$2$82#StartRunGo$1370115176.481871$61$2#DoneRunGo$1370115176.481936$61$2
ControllerExecution,Begin#NewStatsIn$1370115179.477191$61$2$83#AddNewDataToBuffer$1370115179.477202$61$2$83#NewStatsIn$1370115179.479473$61$2$83#AddNewDataToBuffer$1370115179.479484$61$2$83#ReleaseBuffer$1370115179.479489$61$2$83#StartRunGo$1370115179.479591$61$2#DoneRunGo$1370115179.479846$61$2
ControllerExecution,Begin#NewStatsIn$1370115182.478391$61$2$84#AddNewDataToBuffer$1370115182.478402$61$2$84#NewStatsIn$1370115182.481295$61$2$84#AddNewDataToBuffer$1370115182.481305$61$2$84#ReleaseBuffer$1370115182.481311$61$2$84#StartRunGo$1370115182.481411$61$2#DoneRunGo$1370115182.481478$61$2
ControllerExecution,Begin#NewStatsIn$1370115185.476209$61$2$85#AddNewDataToBuffer$1370115185.476220$61$2$85#NewStatsIn$1370115185.480737$61$2$85#AddNewDataToBuffer$1370115185.480748$61$2$85#ReleaseBuffer$1370115185.480754$61$2$85#StartRunGo$1370115185.480856$61$2#DoneRunGo$1370115185.480923$61$2
ControllerExecution,Begin#NewStatsIn$1370115188.476586$61$2$86#AddNewDataToBuffer$1370115188.476597$61$2$86#NewStatsIn$1370115188.479620$61$2$86#AddNewDataToBuffer$1370115188.479631$61$2$86#ReleaseBuffer$1370115188.479636$61$2$86#StartRunGo$1370115188.479738$61$2#DoneRunGo$1370115188.479800$61$2
ControllerExecution,Begin#NewStatsIn$1370115191.477904$61$2$87#AddNewDataToBuffer$1370115191.477915$61$2$87#NewStatsIn$1370115191.480007$61$2$87#AddNewDataToBuffer$1370115191.480018$61$2$87#ReleaseBuffer$1370115191.480023$61$2$87#StartRunGo$1370115191.480125$61$2#DoneRunGo$1370115191.480185$61$2
ControllerExecution,Begin#NewStatsIn$1370115194.476758$61$2$88#AddNewDataToBuffer$1370115194.476770$61$2$88#NewStatsIn$1370115194.481450$61$2$88#AddNewDataToBuffer$1370115194.481461$61$2$88#ReleaseBuffer$1370115194.481466$61$2$88#StartRunGo$1370115194.481569$61$2#DoneRunGo$1370115194.481630$61$2
ControllerExecution,Begin#NewStatsIn$1370115197.481699$61$2$89#AddNewDataToBuffer$1370115197.481710$61$2$89#NewStatsIn$1370115200.459265$61$2$89#AddNewDataToBuffer$1370115200.459276$61$2$89#ReleaseBuffer$1370115200.459282$61$2$89#StartRunGo$1370115200.459385$61$2#DoneRunGo$1370115200.459445$61$2
ControllerExecution,Begin#NewStatsIn$1370115200.477601$61$2$90#AddNewDataToBuffer$1370115200.477612$61$2$90#NewStatsIn$1370115200.480209$61$2$90#AddNewDataToBuffer$1370115200.480219$61$2$90#ReleaseBuffer$1370115200.480225$61$2$90#StartRunGo$1370115200.480321$61$2#DoneRunGo$1370115200.480381$61$2
ControllerExecution,Begin#NewStatsIn$1370115203.487562$61$2$91#AddNewDataToBuffer$1370115203.487573$61$2$91#NewStatsIn$1370115203.490766$61$2$91#AddNewDataToBuffer$1370115203.490776$61$2$91#ReleaseBuffer$1370115203.490782$61$2$91#StartRunGo$1370115203.490883$61$2#DoneRunGo$1370115203.490943$61$2
ControllerExecution,Begin#NewStatsIn$1370115206.481077$61$2$92#AddNewDataToBuffer$1370115206.481089$61$2$92#NewStatsIn$1370115209.468976$61$2$92#AddNewDataToBuffer$1370115209.468987$61$2$92#ReleaseBuffer$1370115209.468993$61$2$92#StartRunGo$1370115209.469095$61$2#DoneRunGo$1370115209.469156$61$2
ControllerExecution,Begin#NewStatsIn$1370115209.478660$61$2$93#AddNewDataToBuffer$1370115209.478671$61$2$93#NewStatsIn$1370115209.479280$61$2$93#AddNewDataToBuffer$1370115209.479291$61$2$93#ReleaseBuffer$1370115209.479296$61$2$93#StartRunGo$1370115209.479392$61$2#DoneRunGo$1370115209.479450$61$2
ControllerExecution,Begin#NewStatsIn$1370115212.478212$61$2$94#AddNewDataToBuffer$1370115212.478223$61$2$94#NewStatsIn$1370115212.479751$61$2$94#AddNewDataToBuffer$1370115212.479761$61$2$94#ReleaseBuffer$1370115212.479767$61$2$94#StartRunGo$1370115212.479869$61$2#DoneRunGo$1370115212.479927$61$2
ControllerExecution,Begin#NewStatsIn$1370115215.478565$61$2$95#AddNewDataToBuffer$1370115215.478577$61$2$95#NewStatsIn$1370115215.480620$61$2$95#AddNewDataToBuffer$1370115215.480631$61$2$95#ReleaseBuffer$1370115215.480636$61$2$95#StartRunGo$1370115215.480738$61$2#DoneRunGo$1370115215.480995$61$2
ControllerExecution,Begin#NewStatsIn$1370115218.478318$61$2$96#AddNewDataToBuffer$1370115218.478329$61$2$96#NewStatsIn$1370115218.479389$61$2$96#AddNewDataToBuffer$1370115218.479399$61$2$96#ReleaseBuffer$1370115218.479405$61$2$96#StartRunGo$1370115218.479505$61$2#DoneRunGo$1370115218.479567$61$2
ControllerExecution,Begin#NewStatsIn$1370115221.478520$61$2$97#AddNewDataToBuffer$1370115221.478531$61$2$97#NewStatsIn$1370115221.479658$61$2$97#AddNewDataToBuffer$1370115221.479669$61$2$97#ReleaseBuffer$1370115221.479674$61$2$97#StartRunGo$1370115221.479775$61$2#DoneRunGo$1370115221.479836$61$2
ControllerExecution,Begin#NewStatsIn$1370115224.478323$61$2$98#AddNewDataToBuffer$1370115224.478335$61$2$98#NewStatsIn$1370115224.479429$61$2$98#AddNewDataToBuffer$1370115224.479440$61$2$98#ReleaseBuffer$1370115224.479446$61$2$98#StartRunGo$1370115224.479548$61$2#DoneRunGo$1370115224.479809$61$2
ControllerExecution,Begin#NewStatsIn$1370115227.478313$61$2$99#AddNewDataToBuffer$1370115227.478324$61$2$99#NewStatsIn$1370115227.479830$61$2$99#AddNewDataToBuffer$1370115227.479841$61$2$99#ReleaseBuffer$1370115227.479847$61$2$99#StartRunGo$1370115227.479947$61$2#DoneRunGo$1370115227.480008$61$2
ControllerExecution,Begin#NewStatsIn$1370115230.478807$61$2$100#AddNewDataToBuffer$1370115230.478817$61$2$100#NewStatsIn$1370115230.479630$61$2$100#AddNewDataToBuffer$1370115230.479641$61$2$100#ReleaseBuffer$1370115230.479646$61$2$100#StartRunGo$1370115230.479747$61$2#DoneRunGo$1370115230.479808$61$2
ControllerExecution,Begin#NewStatsIn$1370115233.477369$61$2$101#AddNewDataToBuffer$1370115233.477379$61$2$101#NewStatsIn$1370115233.482446$61$2$101#AddNewDataToBuffer$1370115233.482456$61$2$101#ReleaseBuffer$1370115233.482462$61$2$101#StartRunGo$1370115233.482562$61$2#DoneRunGo$1370115233.482828$61$2
ControllerExecution,Begin#NewStatsIn$1370115236.478237$61$2$102#AddNewDataToBuffer$1370115236.478248$61$2$102#NewStatsIn$1370115236.480462$61$2$102#AddNewDataToBuffer$1370115236.480473$61$2$102#ReleaseBuffer$1370115236.480478$61$2$102#StartRunGo$1370115236.480580$61$2#DoneRunGo$1370115236.480644$61$2
