StartController,controller starts
ControllerExecution,Begin#NewStatsIn$1370951931.968385$61$7$15#AddNewDataToBuffer$1370951931.968410$61$7$15#ReleaseBuffer$1370951931.968420$61$7$15#StartRunGo$1370951931.975175$61$7#DoneRunGo$1370951931.975298$61$7
ControllerExecution,Begin#NewStatsIn$1370951933.877378$61$6$16#AddNewDataToBuffer$1370951933.877406$61$6$16#ReleaseBuffer$1370951933.877417$61$6$16#StartRunGo$1370951933.897691$61$6#DoneRunGo$1370951933.899406$61$6
ControllerExecution,Begin#NewStatsIn$1370951934.006138$61$7$16#AddNewDataToBuffer$1370951934.006162$61$7$16#ReleaseBuffer$1370951934.006172$61$7$16#StartRunGo$1370951934.017179$61$7#DoneRunGo$1370951934.017288$61$7
ControllerExecution,Begin#NewStatsIn$1370951935.881739$61$6$17#AddNewDataToBuffer$1370951935.881772$61$6$17#ReleaseBuffer$1370951935.881784$61$6$17#StartRunGo$1370951935.886615$61$6#DoneRunGo$1370951935.889726$61$6
ControllerExecution,Begin#NewStatsIn$1370951935.979366$61$7$17#AddNewDataToBuffer$1370951935.979390$61$7$17#ReleaseBuffer$1370951935.979400$61$7$17#StartRunGo$1370951935.981089$61$7#DoneRunGo$1370951935.981229$61$7
ControllerExecution,Begin#NewStatsIn$1370951937.859607$61$6$18#AddNewDataToBuffer$1370951937.859641$61$6$18#ReleaseBuffer$1370951937.859652$61$6$18#StartRunGo$1370951937.864272$61$6#DoneRunGo$1370951937.864939$61$6
ControllerExecution,Begin#NewStatsIn$1370951937.938258$61$7$18#AddNewDataToBuffer$1370951937.938287$61$7$18#ReleaseBuffer$1370951937.938298$61$7$18#StartRunGo$1370951937.939004$61$7#DoneRunGo$1370951937.939096$61$7
ControllerExecution,Begin#NewStatsIn$1370951939.863652$61$6$19#AddNewDataToBuffer$1370951939.863670$61$6$19#ReleaseBuffer$1370951939.863677$61$6$19#StartRunGo$1370951939.864035$61$6#DoneRunGo$1370951939.864738$61$6
ControllerExecution,Begin#NewStatsIn$1370951939.931435$61$7$19#AddNewDataToBuffer$1370951939.931459$61$7$19#ReleaseBuffer$1370951939.931467$61$7$19#StartRunGo$1370951939.931582$61$7#DoneRunGo$1370951939.931654$61$7
ControllerExecution,Begin#NewStatsIn$1370951941.905342$61$6$20#AddNewDataToBuffer$1370951941.905368$61$6$20#ReleaseBuffer$1370951941.905380$61$6$20#StartRunGo$1370951941.909169$61$6#DoneRunGo$1370951941.912460$61$6
ControllerExecution,Begin#NewStatsIn$1370951941.985123$61$7$20#AddNewDataToBuffer$1370951941.985228$61$7$20#ReleaseBuffer$1370951941.985240$61$7$20#StartRunGo$1370951941.991441$61$7#DoneRunGo$1370951941.991563$61$7
ControllerExecution,Begin#NewStatsIn$1370951943.882121$61$6$21#AddNewDataToBuffer$1370951943.882146$61$6$21#ReleaseBuffer$1370951943.882157$61$6$21#StartRunGo$1370951943.887970$61$6#DoneRunGo$1370951943.888592$61$6
ControllerExecution,Begin#NewStatsIn$1370951943.976670$61$7$21#AddNewDataToBuffer$1370951943.976701$61$7$21#ReleaseBuffer$1370951943.976712$61$7$21#StartRunGo$1370951943.987265$61$7#DoneRunGo$1370951943.987383$61$7
ControllerExecution,Begin#NewStatsIn$1370951945.905117$61$6$22#AddNewDataToBuffer$1370951945.905163$61$6$22#ReleaseBuffer$1370951945.905174$61$6$22#StartRunGo$1370951945.905660$61$6#DoneRunGo$1370951945.906319$61$6
ControllerExecution,Begin#NewStatsIn$1370951946.003145$61$7$22#AddNewDataToBuffer$1370951946.003173$61$7$22#ReleaseBuffer$1370951946.003184$61$7$22#StartRunGo$1370951946.014079$61$7#DoneRunGo$1370951946.014207$61$7
ControllerExecution,Begin#NewStatsIn$1370951947.884577$61$6$23#AddNewDataToBuffer$1370951947.884611$61$6$23#ReleaseBuffer$1370951947.884621$61$6$23#StartRunGo$1370951947.891357$61$6#DoneRunGo$1370951947.893623$61$6
ControllerExecution,Begin#NewStatsIn$1370951947.997874$61$7$23#AddNewDataToBuffer$1370951947.997900$61$7$23#ReleaseBuffer$1370951947.997910$61$7$23#StartRunGo$1370951947.999345$61$7#DoneRunGo$1370951947.999430$61$7
ControllerExecution,Begin#NewStatsIn$1370951949.891065$61$6$24#AddNewDataToBuffer$1370951949.891094$61$6$24#ReleaseBuffer$1370951949.891106$61$6$24#StartRunGo$1370951949.891739$61$6#DoneRunGo$1370951949.892502$61$6
ControllerExecution,Begin#NewStatsIn$1370951949.969905$61$7$24#AddNewDataToBuffer$1370951949.969931$61$7$24#ReleaseBuffer$1370951949.969942$61$7$24#StartRunGo$1370951949.975021$61$7#DoneRunGo$1370951949.975125$61$7
ControllerExecution,Begin#NewStatsIn$1370951951.870511$61$6$25#AddNewDataToBuffer$1370951951.870546$61$6$25#ReleaseBuffer$1370951951.870557$61$6$25#StartRunGo$1370951951.885633$61$6#DoneRunGo$1370951951.886812$61$6
ControllerExecution,Begin#NewStatsIn$1370951951.941209$61$7$25#AddNewDataToBuffer$1370951951.941240$61$7$25#ReleaseBuffer$1370951951.941251$61$7$25#StartRunGo$1370951951.942000$61$7#DoneRunGo$1370951951.942093$61$7
ControllerExecution,Begin#NewStatsIn$1370951953.876998$61$6$26#AddNewDataToBuffer$1370951953.877042$61$6$26#ReleaseBuffer$1370951953.877054$61$6$26#StartRunGo$1370951953.883625$61$6#DoneRunGo$1370951953.884293$61$6
ControllerExecution,Begin#NewStatsIn$1370951953.981286$61$7$26#AddNewDataToBuffer$1370951953.981313$61$7$26#ReleaseBuffer$1370951953.981323$61$7$26#StartRunGo$1370951953.987613$61$7#DoneRunGo$1370951953.987730$61$7
ControllerExecution,Begin#NewStatsIn$1370951955.876689$61$6$27#AddNewDataToBuffer$1370951955.876716$61$6$27#ReleaseBuffer$1370951955.876726$61$6$27#StartRunGo$1370951955.877329$61$6#DoneRunGo$1370951955.877909$61$6
ControllerExecution,Begin#NewStatsIn$1370951955.942077$61$7$27#AddNewDataToBuffer$1370951955.942101$61$7$27#ReleaseBuffer$1370951955.942112$61$7$27#StartRunGo$1370951955.950112$61$7#DoneRunGo$1370951955.950236$61$7
ControllerExecution,Begin#NewStatsIn$1370951957.871967$61$6$28#AddNewDataToBuffer$1370951957.871993$61$6$28#ReleaseBuffer$1370951957.872002$61$6$28#StartRunGo$1370951957.872177$61$6#DoneRunGo$1370951957.873126$61$6
ControllerExecution,Begin#NewStatsIn$1370951957.944022$61$7$28#AddNewDataToBuffer$1370951957.944050$61$7$28#ReleaseBuffer$1370951957.944059$61$7$28#StartRunGo$1370951957.944692$61$7#DoneRunGo$1370951957.944922$61$7
ControllerExecution,Begin#NewStatsIn$1370951959.877728$61$6$29#AddNewDataToBuffer$1370951959.877753$61$6$29#ReleaseBuffer$1370951959.877763$61$6$29#StartRunGo$1370951959.879731$61$6#DoneRunGo$1370951959.883152$61$6
ControllerExecution,Begin#NewStatsIn$1370951959.950914$61$7$29#AddNewDataToBuffer$1370951959.950941$61$7$29#ReleaseBuffer$1370951959.950951$61$7$29#StartRunGo$1370951959.951537$61$7#DoneRunGo$1370951959.951623$61$7
ControllerExecution,Begin#NewStatsIn$1370951961.858266$61$6$30#AddNewDataToBuffer$1370951961.858292$61$6$30#ReleaseBuffer$1370951961.858303$61$6$30#StartRunGo$1370951961.858976$61$6#DoneRunGo$1370951961.859723$61$6
ControllerExecution,Begin#NewStatsIn$1370951961.957359$61$7$30#AddNewDataToBuffer$1370951961.957392$61$7$30#ReleaseBuffer$1370951961.957404$61$7$30#StartRunGo$1370951961.958420$61$7#DoneRunGo$1370951961.958519$61$7
ControllerExecution,Begin#NewStatsIn$1370951963.875039$61$6$31#AddNewDataToBuffer$1370951963.875065$61$6$31#ReleaseBuffer$1370951963.875076$61$6$31#StartRunGo$1370951963.882786$61$6#DoneRunGo$1370951963.886504$61$6
ControllerExecution,Begin#NewStatsIn$1370951963.946151$61$7$31#AddNewDataToBuffer$1370951963.946181$61$7$31#ReleaseBuffer$1370951963.946193$61$7$31#StartRunGo$1370951963.953310$61$7#DoneRunGo$1370951963.953433$61$7
ControllerExecution,Begin#NewStatsIn$1370951965.871524$61$6$32#AddNewDataToBuffer$1370951965.871551$61$6$32#ReleaseBuffer$1370951965.871562$61$6$32#StartRunGo$1370951965.879520$61$6#DoneRunGo$1370951965.880192$61$6
ControllerExecution,Begin#NewStatsIn$1370951965.954951$61$7$32#AddNewDataToBuffer$1370951965.954988$61$7$32#ReleaseBuffer$1370951965.954999$61$7$32#StartRunGo$1370951965.958212$61$7#DoneRunGo$1370951965.958336$61$7
ControllerExecution,Begin#NewStatsIn$1370951967.866878$61$6$33#AddNewDataToBuffer$1370951967.866912$61$6$33#ReleaseBuffer$1370951967.866923$61$6$33#StartRunGo$1370951967.867950$61$6#DoneRunGo$1370951967.868558$61$6
ControllerExecution,Begin#NewStatsIn$1370951967.951277$61$7$33#AddNewDataToBuffer$1370951967.951303$61$7$33#ReleaseBuffer$1370951967.951314$61$7$33#StartRunGo$1370951967.952198$61$7#DoneRunGo$1370951967.952297$61$7
ControllerExecution,Begin#NewStatsIn$1370951969.860150$61$6$34#AddNewDataToBuffer$1370951969.860178$61$6$34#ReleaseBuffer$1370951969.860188$61$6$34#StartRunGo$1370951969.866662$61$6#DoneRunGo$1370951969.867500$61$6
ControllerExecution,Begin#NewStatsIn$1370951969.949300$61$7$34#AddNewDataToBuffer$1370951969.949326$61$7$34#ReleaseBuffer$1370951969.949338$61$7$34#StartRunGo$1370951969.956776$61$7#DoneRunGo$1370951969.956886$61$7
ControllerExecution,Begin#NewStatsIn$1370951971.857155$61$6$35#AddNewDataToBuffer$1370951971.857183$61$6$35#ReleaseBuffer$1370951971.857194$61$6$35#StartRunGo$1370951971.864874$61$6#DoneRunGo$1370951971.865565$61$6
ControllerExecution,Begin#NewStatsIn$1370951971.936319$61$7$35#AddNewDataToBuffer$1370951971.936343$61$7$35#ReleaseBuffer$1370951971.936353$61$7$35#StartRunGo$1370951971.943862$61$7#DoneRunGo$1370951971.943989$61$7
ControllerExecution,Begin#NewStatsIn$1370951973.859595$61$6$36#AddNewDataToBuffer$1370951973.859619$61$6$36#ReleaseBuffer$1370951973.859630$61$6$36#StartRunGo$1370951973.860205$61$6#DoneRunGo$1370951973.861044$61$6
ControllerExecution,Begin#NewStatsIn$1370951973.978750$61$7$36#AddNewDataToBuffer$1370951973.978774$61$7$36#ReleaseBuffer$1370951973.978785$61$7$36#StartRunGo$1370951973.987357$61$7#DoneRunGo$1370951973.987486$61$7
ControllerExecution,Begin#NewStatsIn$1370951975.871357$61$6$37#AddNewDataToBuffer$1370951975.871377$61$6$37#ReleaseBuffer$1370951975.871384$61$6$37#StartRunGo$1370951975.871515$61$6#DoneRunGo$1370951975.874461$61$6
ControllerExecution,Begin#NewStatsIn$1370951975.945737$61$7$37#AddNewDataToBuffer$1370951975.945769$61$7$37#ReleaseBuffer$1370951975.945779$61$7$37#StartRunGo$1370951975.947490$61$7#DoneRunGo$1370951975.947599$61$7
ControllerExecution,Begin#NewStatsIn$1370951977.866186$61$6$38#AddNewDataToBuffer$1370951977.866216$61$6$38#ReleaseBuffer$1370951977.866227$61$6$38#StartRunGo$1370951977.874490$61$6#DoneRunGo$1370951977.875304$61$6
ControllerExecution,Begin#NewStatsIn$1370951977.954282$61$7$38#AddNewDataToBuffer$1370951977.954308$61$7$38#ReleaseBuffer$1370951977.954319$61$7$38#StartRunGo$1370951977.970364$61$7#DoneRunGo$1370951977.970481$61$7
ControllerExecution,Begin#NewStatsIn$1370951979.882332$61$6$39#AddNewDataToBuffer$1370951979.882369$61$6$39#ReleaseBuffer$1370951979.882381$61$6$39#StartRunGo$1370951979.889658$61$6#DoneRunGo$1370951979.890300$61$6
ControllerExecution,Begin#NewStatsIn$1370951979.947131$61$7$39#AddNewDataToBuffer$1370951979.947157$61$7$39#ReleaseBuffer$1370951979.947169$61$7$39#StartRunGo$1370951979.948883$61$7#DoneRunGo$1370951979.948991$61$7
ControllerExecution,Begin#NewStatsIn$1370951981.872404$61$6$40#AddNewDataToBuffer$1370951981.872431$61$6$40#ReleaseBuffer$1370951981.872442$61$6$40#StartRunGo$1370951981.877285$61$6#DoneRunGo$1370951981.907542$61$6
ControllerExecution,Begin#NewStatsIn$1370951981.928851$61$7$40#AddNewDataToBuffer$1370951981.928889$61$7$40#ReleaseBuffer$1370951981.928902$61$7$40#StartRunGo$1370951981.930183$61$7#DoneRunGo$1370951981.930278$61$7
ControllerExecution,Begin#NewStatsIn$1370951983.881542$61$6$41#AddNewDataToBuffer$1370951983.881567$61$6$41#ReleaseBuffer$1370951983.881578$61$6$41#StartRunGo$1370951983.889345$61$6#DoneRunGo$1370951983.893616$61$6
ControllerExecution,Begin#NewStatsIn$1370951983.949978$61$7$41#AddNewDataToBuffer$1370951983.950003$61$7$41#ReleaseBuffer$1370951983.950015$61$7$41#StartRunGo$1370951983.950451$61$7#DoneRunGo$1370951983.950544$61$7
ControllerExecution,Begin#NewStatsIn$1370951985.862451$61$6$42#AddNewDataToBuffer$1370951985.862482$61$6$42#ReleaseBuffer$1370951985.862494$61$6$42#StartRunGo$1370951985.870901$61$6#DoneRunGo$1370951985.873041$61$6
ControllerExecution,Begin#NewStatsIn$1370951985.924779$61$7$42#AddNewDataToBuffer$1370951985.924807$61$7$42#ReleaseBuffer$1370951985.924818$61$7$42#StartRunGo$1370951985.925390$61$7#DoneRunGo$1370951985.925489$61$7
ControllerExecution,Begin#NewStatsIn$1370951987.861481$61$6$43#AddNewDataToBuffer$1370951987.861514$61$6$43#ReleaseBuffer$1370951987.861525$61$6$43#StartRunGo$1370951987.875280$61$6#DoneRunGo$1370951987.876276$61$6
ControllerExecution,Begin#NewStatsIn$1370951987.937496$61$7$43#AddNewDataToBuffer$1370951987.937528$61$7$43#ReleaseBuffer$1370951987.937538$61$7$43#StartRunGo$1370951987.938189$61$7#DoneRunGo$1370951987.938277$61$7
ControllerExecution,Begin#NewStatsIn$1370951989.869829$61$6$44#AddNewDataToBuffer$1370951989.869863$61$6$44#ReleaseBuffer$1370951989.869876$61$6$44#StartRunGo$1370951989.870085$61$6#DoneRunGo$1370951989.871859$61$6
ControllerExecution,Begin#NewStatsIn$1370951989.933828$61$7$44#AddNewDataToBuffer$1370951989.933855$61$7$44#ReleaseBuffer$1370951989.933867$61$7$44#StartRunGo$1370951989.940618$61$7#DoneRunGo$1370951989.940739$61$7
ControllerExecution,Begin#NewStatsIn$1370951991.885092$61$6$45#AddNewDataToBuffer$1370951991.885117$61$6$45#ReleaseBuffer$1370951991.885128$61$6$45#StartRunGo$1370951991.897814$61$6#DoneRunGo$1370951991.899336$61$6
ControllerExecution,Begin#NewStatsIn$1370951991.949590$61$7$45#AddNewDataToBuffer$1370951991.949619$61$7$45#ReleaseBuffer$1370951991.949631$61$7$45#StartRunGo$1370951991.959236$61$7#DoneRunGo$1370951991.959360$61$7
ControllerExecution,Begin#NewStatsIn$1370951993.859033$61$6$46#AddNewDataToBuffer$1370951993.859064$61$6$46#ReleaseBuffer$1370951993.859074$61$6$46#StartRunGo$1370951993.859261$61$6#DoneRunGo$1370951993.860809$61$6
ControllerExecution,Begin#NewStatsIn$1370951993.922740$61$7$46#AddNewDataToBuffer$1370951993.922766$61$7$46#ReleaseBuffer$1370951993.922778$61$7$46#StartRunGo$1370951993.923334$61$7#DoneRunGo$1370951993.923419$61$7
ControllerExecution,Begin#NewStatsIn$1370951995.890843$61$6$47#AddNewDataToBuffer$1370951995.890877$61$6$47#ReleaseBuffer$1370951995.890889$61$6$47#StartRunGo$1370951995.897466$61$6#DoneRunGo$1370951995.899256$61$6
ControllerExecution,Begin#NewStatsIn$1370951995.962962$61$7$47#AddNewDataToBuffer$1370951995.962986$61$7$47#ReleaseBuffer$1370951995.962996$61$7$47#StartRunGo$1370951995.963573$61$7#DoneRunGo$1370951995.963661$61$7
ControllerExecution,Begin#NewStatsIn$1370951997.898540$61$6$48#AddNewDataToBuffer$1370951997.898568$61$6$48#ReleaseBuffer$1370951997.898580$61$6$48#StartRunGo$1370951997.906585$61$6#DoneRunGo$1370951997.910948$61$6
ControllerExecution,Begin#NewStatsIn$1370951997.995931$61$7$48#AddNewDataToBuffer$1370951997.995965$61$7$48#ReleaseBuffer$1370951997.995977$61$7$48#StartRunGo$1370951998.000224$61$7#DoneRunGo$1370951998.000351$61$7
ControllerExecution,Begin#NewStatsIn$1370951999.878054$61$6$49#AddNewDataToBuffer$1370951999.878082$61$6$49#ReleaseBuffer$1370951999.878094$61$6$49#StartRunGo$1370951999.878749$61$6#DoneRunGo$1370951999.879422$61$6
ControllerExecution,Begin#NewStatsIn$1370951999.950417$61$7$49#AddNewDataToBuffer$1370951999.950447$61$7$49#ReleaseBuffer$1370951999.950459$61$7$49#StartRunGo$1370951999.957239$61$7#DoneRunGo$1370951999.957344$61$7
ControllerExecution,Begin#NewStatsIn$1370952001.863827$61$6$50#AddNewDataToBuffer$1370952001.863856$61$6$50#ReleaseBuffer$1370952001.863866$61$6$50#StartRunGo$1370952001.868245$61$6#DoneRunGo$1370952001.887897$61$6
ControllerExecution,Begin#NewStatsIn$1370952001.923742$61$7$50#AddNewDataToBuffer$1370952001.923771$61$7$50#ReleaseBuffer$1370952001.923782$61$7$50#StartRunGo$1370952001.924554$61$7#DoneRunGo$1370952001.924657$61$7
ControllerExecution,Begin#NewStatsIn$1370952003.856510$61$6$51#AddNewDataToBuffer$1370952003.856535$61$6$51#ReleaseBuffer$1370952003.856544$61$6$51#StartRunGo$1370952003.859337$61$6#DoneRunGo$1370952003.864911$61$6
ControllerExecution,Begin#NewStatsIn$1370952003.916872$61$7$51#AddNewDataToBuffer$1370952003.916902$61$7$51#ReleaseBuffer$1370952003.916912$61$7$51#StartRunGo$1370952003.917068$61$7#DoneRunGo$1370952003.917196$61$7
ControllerExecution,Begin#NewStatsIn$1370952005.883487$61$6$52#AddNewDataToBuffer$1370952005.883520$61$6$52#ReleaseBuffer$1370952005.883531$61$6$52#StartRunGo$1370952005.889222$61$6#DoneRunGo$1370952005.889813$61$6
ControllerExecution,Begin#NewStatsIn$1370952005.937452$61$7$52#AddNewDataToBuffer$1370952005.937472$61$7$52#ReleaseBuffer$1370952005.937479$61$7$52#StartRunGo$1370952005.937598$61$7#DoneRunGo$1370952005.937690$61$7
ControllerExecution,Begin#NewStatsIn$1370952007.907718$61$6$53#AddNewDataToBuffer$1370952007.907749$61$6$53#ReleaseBuffer$1370952007.907759$61$6$53#StartRunGo$1370952007.912039$61$6#DoneRunGo$1370952007.912659$61$6
ControllerExecution,Begin#NewStatsIn$1370952007.982186$61$7$53#AddNewDataToBuffer$1370952007.982217$61$7$53#ReleaseBuffer$1370952007.982229$61$7$53#StartRunGo$1370952007.997668$61$7#DoneRunGo$1370952007.997774$61$7
ControllerExecution,Begin#NewStatsIn$1370952009.901498$61$6$54#AddNewDataToBuffer$1370952009.901527$61$6$54#ReleaseBuffer$1370952009.901537$61$6$54#StartRunGo$1370952009.910078$61$6#DoneRunGo$1370952009.912186$61$6
ControllerExecution,Begin#NewStatsIn$1370952009.975336$61$7$54#AddNewDataToBuffer$1370952009.975364$61$7$54#ReleaseBuffer$1370952009.975374$61$7$54#StartRunGo$1370952009.984289$61$7#DoneRunGo$1370952009.984464$61$7
ControllerExecution,Begin#NewStatsIn$1370952011.889480$61$6$55#AddNewDataToBuffer$1370952011.889518$61$6$55#ReleaseBuffer$1370952011.889530$61$6$55#StartRunGo$1370952011.897553$61$6#DoneRunGo$1370952011.900175$61$6
ControllerExecution,Begin#NewStatsIn$1370952011.959394$61$7$55#AddNewDataToBuffer$1370952011.959421$61$7$55#ReleaseBuffer$1370952011.959432$61$7$55#StartRunGo$1370952011.973680$61$7#DoneRunGo$1370952011.973797$61$7
ControllerExecution,Begin#NewStatsIn$1370952013.873443$61$6$56#AddNewDataToBuffer$1370952013.873474$61$6$56#ReleaseBuffer$1370952013.873485$61$6$56#StartRunGo$1370952013.873942$61$6#DoneRunGo$1370952013.874564$61$6
ControllerExecution,Begin#NewStatsIn$1370952013.948160$61$7$56#AddNewDataToBuffer$1370952013.948184$61$7$56#ReleaseBuffer$1370952013.948194$61$7$56#StartRunGo$1370952013.953569$61$7#DoneRunGo$1370952013.953695$61$7
ControllerExecution,Begin#NewStatsIn$1370952015.883267$61$6$57#AddNewDataToBuffer$1370952015.883301$61$6$57#ReleaseBuffer$1370952015.883313$61$6$57#StartRunGo$1370952015.884032$61$6#DoneRunGo$1370952015.884640$61$6
ControllerExecution,Begin#NewStatsIn$1370952015.970576$61$7$57#AddNewDataToBuffer$1370952015.970607$61$7$57#ReleaseBuffer$1370952015.970618$61$7$57#StartRunGo$1370952015.971595$61$7#DoneRunGo$1370952015.971696$61$7
ControllerExecution,Begin#NewStatsIn$1370952017.877990$61$6$58#AddNewDataToBuffer$1370952017.878018$61$6$58#ReleaseBuffer$1370952017.878029$61$6$58#StartRunGo$1370952017.878213$61$6#DoneRunGo$1370952017.879091$61$6
ControllerExecution,Begin#NewStatsIn$1370952017.944482$61$7$58#AddNewDataToBuffer$1370952017.944511$61$7$58#ReleaseBuffer$1370952017.944523$61$7$58#StartRunGo$1370952017.945295$61$7#DoneRunGo$1370952017.945390$61$7
ControllerExecution,Begin#NewStatsIn$1370952019.856500$61$6$59#AddNewDataToBuffer$1370952019.856531$61$6$59#ReleaseBuffer$1370952019.856542$61$6$59#StartRunGo$1370952019.856823$61$6#DoneRunGo$1370952019.863462$61$6
ControllerExecution,Begin#NewStatsIn$1370952019.912753$61$7$59#AddNewDataToBuffer$1370952019.912784$61$7$59#ReleaseBuffer$1370952019.912794$61$7$59#StartRunGo$1370952019.918444$61$7#DoneRunGo$1370952019.918547$61$7
ControllerExecution,Begin#NewStatsIn$1370952021.904773$61$6$60#AddNewDataToBuffer$1370952021.904807$61$6$60#ReleaseBuffer$1370952021.904819$61$6$60#StartRunGo$1370952021.912845$61$6#DoneRunGo$1370952021.917693$61$6
